[24-06-11 20:51:05 root] Namespace(dataset='CIFAR10', model='GAN', shared_model='LeNet', lr=0.0001, epochs=350, batch_size=256, leak_mode='None', trainset='full')
[24-06-11 20:51:07 root] model size: 15826
[24-06-11 20:52:18 root] epoch: 0, train_loss: 0.044910160613059996, test_loss: 0.035940855771303175, best_test_loss: 0.035940855771303175
[24-06-11 20:53:18 root] epoch: 1, train_loss: 0.033378640776276586, test_loss: 0.030868382412195205, best_test_loss: 0.030868382412195205
[24-06-11 20:54:20 root] epoch: 2, train_loss: 0.0296696499222517, test_loss: 0.028657096338272094, best_test_loss: 0.028657096338272094
[24-06-11 20:55:17 root] epoch: 3, train_loss: 0.027617164978981017, test_loss: 0.026694395822286606, best_test_loss: 0.026694395822286606
[24-06-11 20:56:15 root] epoch: 4, train_loss: 0.02594657356739044, test_loss: 0.025346920222043993, best_test_loss: 0.025346920222043993
[24-06-11 20:57:14 root] epoch: 5, train_loss: 0.024796906730532645, test_loss: 0.024354814103245734, best_test_loss: 0.024354814103245734
[24-06-11 20:58:13 root] epoch: 6, train_loss: 0.023866493226885794, test_loss: 0.023821646943688393, best_test_loss: 0.023821646943688393
[24-06-11 20:59:13 root] epoch: 7, train_loss: 0.02302441588819027, test_loss: 0.022672265887260436, best_test_loss: 0.022672265887260436
[24-06-11 21:00:11 root] epoch: 8, train_loss: 0.02223993702173233, test_loss: 0.02211350764334202, best_test_loss: 0.02211350764334202
[24-06-11 21:01:10 root] epoch: 9, train_loss: 0.021563460204005243, test_loss: 0.021353760504722596, best_test_loss: 0.021353760504722596
[24-06-11 21:02:06 root] epoch: 10, train_loss: 0.020960160085558892, test_loss: 0.020754308104515076, best_test_loss: 0.020754308104515076
[24-06-11 21:03:03 root] epoch: 11, train_loss: 0.020453583610653876, test_loss: 0.020325258573889733, best_test_loss: 0.020325258573889733
[24-06-11 21:03:59 root] epoch: 12, train_loss: 0.01996153904259205, test_loss: 0.019831024041771887, best_test_loss: 0.019831024041771887
[24-06-11 21:04:57 root] epoch: 13, train_loss: 0.019522099242806436, test_loss: 0.019419920915365218, best_test_loss: 0.019419920915365218
[24-06-11 21:05:53 root] epoch: 14, train_loss: 0.01910169679582119, test_loss: 0.018990703549981117, best_test_loss: 0.018990703549981117
[24-06-11 21:06:51 root] epoch: 15, train_loss: 0.018705336538553236, test_loss: 0.018676199129223824, best_test_loss: 0.018676199129223824
[24-06-11 21:07:48 root] epoch: 16, train_loss: 0.018363535096049308, test_loss: 0.018323405873775483, best_test_loss: 0.018323405873775483
[24-06-11 21:08:47 root] epoch: 17, train_loss: 0.018050795137286187, test_loss: 0.018062242597341537, best_test_loss: 0.018062242597341537
[24-06-11 21:09:44 root] epoch: 18, train_loss: 0.017743931228518486, test_loss: 0.017824763715267183, best_test_loss: 0.017824763715267183
[24-06-11 21:10:42 root] epoch: 19, train_loss: 0.017453585740327834, test_loss: 0.017429044193029403, best_test_loss: 0.017429044193029403
[24-06-11 21:11:39 root] epoch: 20, train_loss: 0.01718338371515274, test_loss: 0.017167568439245225, best_test_loss: 0.017167568439245225
[24-06-11 21:12:37 root] epoch: 21, train_loss: 0.016926873185038566, test_loss: 0.0169161501288414, best_test_loss: 0.0169161501288414
[24-06-11 21:13:35 root] epoch: 22, train_loss: 0.016688388944864272, test_loss: 0.016672193935513495, best_test_loss: 0.016672193935513495
[24-06-11 21:14:34 root] epoch: 23, train_loss: 0.01643144906461239, test_loss: 0.01646153120994568, best_test_loss: 0.01646153120994568
[24-06-11 21:15:34 root] epoch: 24, train_loss: 0.016224209890961648, test_loss: 0.016223242220282555, best_test_loss: 0.016223242220282555
[24-06-11 21:16:33 root] epoch: 25, train_loss: 0.016006775414347647, test_loss: 0.016058321544528006, best_test_loss: 0.016058321544528006
[24-06-11 21:17:32 root] epoch: 26, train_loss: 0.01582466620057821, test_loss: 0.01591257185637951, best_test_loss: 0.01591257185637951
[24-06-11 21:18:29 root] epoch: 27, train_loss: 0.015609435988366603, test_loss: 0.01574874621629715, best_test_loss: 0.01574874621629715
