[24-06-09 12:16:54 root] Namespace(dataset='CIFAR10', model='ResNet18', shared_model='LeNet', lr=0.0001, epochs=200, batch_size=256, leak_mode='None', trainset='full')
[24-06-09 12:16:55 root] model size: 15826
[24-06-09 12:32:29 root] Namespace(dataset='CIFAR10', model='ResNet18', shared_model='LeNet', lr=0.0001, epochs=200, batch_size=256, leak_mode='None', trainset='full')
[24-06-09 12:32:30 root] model size: 15826
[24-06-09 12:33:27 root] epoch: 0, train_loss: 0.09962602139592171, test_loss: 0.04928901365995407, best_test_loss: 0.04928901365995407
[24-06-09 12:34:12 root] epoch: 1, train_loss: 0.04752605787038803, test_loss: 0.04291187831759453, best_test_loss: 0.04291187831759453
[24-06-09 12:34:57 root] epoch: 2, train_loss: 0.04113635504484177, test_loss: 0.03744909798502922, best_test_loss: 0.03744909798502922
[24-06-09 12:35:46 root] epoch: 3, train_loss: 0.03706831285357475, test_loss: 0.03569178773164749, best_test_loss: 0.03569178773164749
[24-06-09 12:36:35 root] epoch: 4, train_loss: 0.03469785742878914, test_loss: 0.033396314871311186, best_test_loss: 0.033396314871311186
[24-06-09 12:37:24 root] epoch: 5, train_loss: 0.032981269896030424, test_loss: 0.031933759343624114, best_test_loss: 0.031933759343624114
[24-06-09 12:38:35 root] Namespace(dataset='CIFAR10', model='ResNet18', shared_model='LeNet', lr=0.0001, epochs=200, batch_size=256, leak_mode='None', trainset='full')
[24-06-09 12:38:36 root] model size: 15826
[24-06-09 12:39:36 root] epoch: 0, train_loss: 0.09062430632829666, test_loss: 0.0514733946621418, best_test_loss: 0.0514733946621418
[24-06-09 12:40:21 root] epoch: 1, train_loss: 0.05132391183376312, test_loss: 0.04784305942058563, best_test_loss: 0.04784305942058563
[24-06-09 12:41:05 root] epoch: 2, train_loss: 0.046911852210760115, test_loss: 0.04328552694916725, best_test_loss: 0.04328552694916725
[24-06-09 12:41:49 root] epoch: 3, train_loss: 0.045201416239738466, test_loss: 0.04322133014798164, best_test_loss: 0.04322133014798164
[24-06-09 12:42:33 root] epoch: 4, train_loss: 0.042181292283535, test_loss: 0.042032127225399014, best_test_loss: 0.042032127225399014
[24-06-09 12:43:18 root] epoch: 5, train_loss: 0.04139681197404861, test_loss: 0.040309596198797225, best_test_loss: 0.040309596198797225
[24-06-09 12:44:05 root] epoch: 6, train_loss: 0.039798570264577865, test_loss: 0.03761306086778641, best_test_loss: 0.03761306086778641
[24-06-09 12:44:51 root] epoch: 7, train_loss: 0.0368225181055069, test_loss: 0.03502566923499107, best_test_loss: 0.03502566923499107
[24-06-09 12:45:34 root] epoch: 8, train_loss: 0.03569339856505394, test_loss: 0.03640916888713837, best_test_loss: 0.03502566923499107
[24-06-09 12:46:17 root] epoch: 9, train_loss: 0.038550177431106565, test_loss: 0.03784447672367096, best_test_loss: 0.03502566923499107
[24-06-09 12:47:01 root] epoch: 10, train_loss: 0.03612004228591919, test_loss: 0.0349278253018856, best_test_loss: 0.0349278253018856
[24-06-09 12:47:44 root] epoch: 11, train_loss: 0.03544583326816559, test_loss: 0.036663798052072524, best_test_loss: 0.0349278253018856
[24-06-09 12:48:28 root] epoch: 12, train_loss: 0.03542410127878189, test_loss: 0.03385884518623352, best_test_loss: 0.03385884518623352
[24-06-09 12:49:17 root] epoch: 13, train_loss: 0.03416120088577271, test_loss: 0.052310662466287614, best_test_loss: 0.03385884518623352
[24-06-09 12:50:04 root] epoch: 14, train_loss: 0.033832698434591295, test_loss: 0.033440219163894655, best_test_loss: 0.033440219163894655
[24-06-09 12:50:48 root] epoch: 15, train_loss: 0.03312332313299179, test_loss: 0.04700182875394821, best_test_loss: 0.033440219163894655
[24-06-09 12:51:32 root] epoch: 16, train_loss: 0.03485742670297623, test_loss: 0.032731051111221314, best_test_loss: 0.032731051111221314
[24-06-09 12:52:15 root] epoch: 17, train_loss: 0.03318571422457695, test_loss: 0.03221595239043236, best_test_loss: 0.03221595239043236
[24-06-09 12:53:00 root] epoch: 18, train_loss: 0.03244906381845474, test_loss: 0.03203790056109428, best_test_loss: 0.03203790056109428
[24-06-09 12:53:43 root] epoch: 19, train_loss: 0.03176701411604881, test_loss: 0.05078013367652893, best_test_loss: 0.03203790056109428
[24-06-09 12:54:27 root] epoch: 20, train_loss: 0.031950460304021835, test_loss: 0.030142759585380555, best_test_loss: 0.030142759585380555
[24-06-09 12:55:10 root] epoch: 21, train_loss: 0.030619945807456972, test_loss: 0.05051251326799393, best_test_loss: 0.030142759585380555
[24-06-09 12:55:53 root] epoch: 22, train_loss: 0.0291557485806942, test_loss: 0.04652729778289795, best_test_loss: 0.030142759585380555
[24-06-09 12:56:35 root] epoch: 23, train_loss: 0.029886048986911773, test_loss: 0.19292009044885636, best_test_loss: 0.030142759585380555
[24-06-09 12:57:18 root] epoch: 24, train_loss: 0.032457370406389234, test_loss: 0.03892630345821381, best_test_loss: 0.030142759585380555
[24-06-09 12:58:03 root] epoch: 25, train_loss: 0.028868923907279968, test_loss: 0.0294218000292778, best_test_loss: 0.0294218000292778
[24-06-09 12:58:53 root] epoch: 26, train_loss: 0.02801819901406765, test_loss: 0.028563081753253936, best_test_loss: 0.028563081753253936
[24-06-09 12:59:36 root] epoch: 27, train_loss: 0.027291943928599356, test_loss: 0.026625052452087402, best_test_loss: 0.026625052452087402
[24-06-09 13:00:20 root] epoch: 28, train_loss: 0.027136588965654372, test_loss: 0.027035467499494554, best_test_loss: 0.026625052452087402
[24-06-09 13:01:04 root] epoch: 29, train_loss: 0.026775761846899986, test_loss: 0.030250859147310256, best_test_loss: 0.026625052452087402
[24-06-09 13:01:49 root] epoch: 30, train_loss: 0.026711458708643915, test_loss: 0.026653965735435485, best_test_loss: 0.026625052452087402
[24-06-09 13:02:33 root] epoch: 31, train_loss: 0.02650294676780701, test_loss: 0.026338555443286896, best_test_loss: 0.026338555443286896
[24-06-09 13:03:19 root] epoch: 32, train_loss: 0.02650038829267025, test_loss: 0.026447470754384996, best_test_loss: 0.026338555443286896
[24-06-09 13:04:04 root] epoch: 33, train_loss: 0.026165622076392173, test_loss: 0.02627517959475517, best_test_loss: 0.02627517959475517
[24-06-09 13:04:48 root] epoch: 34, train_loss: 0.0256749805444479, test_loss: 0.02566462815999985, best_test_loss: 0.02566462815999985
[24-06-09 13:05:31 root] epoch: 35, train_loss: 0.025418867033720018, test_loss: 0.027219361573457716, best_test_loss: 0.02566462815999985
[24-06-09 13:06:14 root] epoch: 36, train_loss: 0.025245799264907838, test_loss: 0.030269847917556762, best_test_loss: 0.02566462815999985
[24-06-09 13:06:58 root] epoch: 37, train_loss: 0.025078532505631447, test_loss: 0.026060759669542313, best_test_loss: 0.02566462815999985
[24-06-09 13:07:41 root] epoch: 38, train_loss: 0.02495317397594452, test_loss: 0.026522362208366394, best_test_loss: 0.02566462815999985
[24-06-09 13:08:29 root] epoch: 39, train_loss: 0.024731492080688477, test_loss: 0.029130767345428465, best_test_loss: 0.02566462815999985
[24-06-09 13:09:15 root] epoch: 40, train_loss: 0.024573173832297325, test_loss: 0.028058930975198747, best_test_loss: 0.02566462815999985
[24-06-09 13:09:59 root] epoch: 41, train_loss: 0.02525075779378414, test_loss: 0.027000151687860487, best_test_loss: 0.02566462815999985
[24-06-09 13:10:44 root] epoch: 42, train_loss: 0.024404793751835824, test_loss: 0.02421780407130718, best_test_loss: 0.02421780407130718
[24-06-09 13:11:28 root] epoch: 43, train_loss: 0.02419386562883854, test_loss: 0.026193189924955368, best_test_loss: 0.02421780407130718
[24-06-09 13:12:11 root] epoch: 44, train_loss: 0.02392391507089138, test_loss: 0.02406456220149994, best_test_loss: 0.02406456220149994
[24-06-09 13:12:55 root] epoch: 45, train_loss: 0.02347627129256725, test_loss: 0.026753310003876686, best_test_loss: 0.02406456220149994
[24-06-09 13:13:38 root] epoch: 46, train_loss: 0.023563670670986175, test_loss: 0.1313936618566513, best_test_loss: 0.02406456220149994
[24-06-09 13:14:21 root] epoch: 47, train_loss: 0.026161261234879492, test_loss: 0.0258455899477005, best_test_loss: 0.02406456220149994
[24-06-09 13:15:04 root] epoch: 48, train_loss: 0.02415603957772255, test_loss: 0.02496108344197273, best_test_loss: 0.02406456220149994
[24-06-09 13:15:48 root] epoch: 49, train_loss: 0.02378090519607067, test_loss: 0.024957505062222482, best_test_loss: 0.02406456220149994
[24-06-09 13:16:32 root] epoch: 50, train_loss: 0.023472568101286888, test_loss: 0.027942680901288985, best_test_loss: 0.02406456220149994
[24-06-09 13:17:15 root] epoch: 51, train_loss: 0.023100385872721674, test_loss: 0.024368701177835465, best_test_loss: 0.02406456220149994
[24-06-09 13:17:58 root] epoch: 52, train_loss: 0.022900945412516593, test_loss: 0.025819604712724684, best_test_loss: 0.02406456220149994
[24-06-09 13:18:42 root] epoch: 53, train_loss: 0.022735886134505272, test_loss: 0.023298850536346435, best_test_loss: 0.023298850536346435
[24-06-09 13:19:25 root] epoch: 54, train_loss: 0.022537267112731935, test_loss: 0.02582558150291443, best_test_loss: 0.023298850536346435
